
  _real,_time |   _totl,_time |   missn,_time |   timer,_time |   _zulu,_time |   local,_time |   hobbs,_time |   _Vind,_kias |   _Vind,_keas |   Vtrue,_ktas |   Vtrue,_ktgs |   _Vind,__mph |   Vtrue,mphas |   Vtrue,mphgs |   ____Q,rad/s |   ____P,rad/s |   ____R,rad/s |   pitch,__deg |   _roll,__deg |   hding,_true |   hding,__mag |   alpha,__deg |   _beta,__deg |   hpath,__deg |   vpath,__deg |   _slip,__deg |   __lat,__deg |   __lon,__deg |   __alt,ftmsl |   __alt,ftagl |   ___on,runwy |   __alt,__ind |   __lat,orign |   __lon,orign |   ____X,____m |   ____Y,____m |   ____Z,____m |   ___vX,__m/s |   ___vY,__m/s |   ___vZ,__m/s |   _dist,___ft |   _dist,___nm | 
    301.10889 |       4.05951 |       4.05951 |       0.00000 |      15.93113 |      16.93113 |      55.10795 |     156.74501 |     158.85614 |     163.66289 |     162.68788 |     180.37894 |     188.33989 |     188.33990 |      -0.00629 |      -0.01597 |       0.00189 |       1.66493 |       1.10483 |     236.91705 |     235.44447 |       7.91922 |      -0.14451 |     236.90764 |      -6.25728 |      -0.09795 |      52.05161 |       4.67785 |    2023.30151 |    2026.95850 |       0.00000 |    2046.77637 |      52.50000 |       5.00000 |  -22055.47070 |     383.62732 |   49869.44141 |     -70.28933 |      -9.77189 |      45.30782 |    1109.86792 |       0.18266 | 
    302.11880 |       5.06942 |       5.06942 |       0.00000 |      15.93141 |      16.93141 |      55.10823 |     157.54791 |     159.50189 |     164.25423 |     163.24258 |     181.30290 |     189.02040 |     189.02040 |      -0.01418 |      -0.00949 |       0.00221 |       0.51263 |       0.41156 |     237.04144 |     235.56920 |       6.87356 |       0.00994 |     236.98022 |      -6.36237 |      -0.08734 |      52.05120 |       4.67681 |    1992.90125 |    1995.16772 |       0.00000 |    2021.73889 |      52.50000 |       5.00000 |  -22126.61328 |     373.75647 |   49915.22656 |     -70.58664 |      -9.96170 |      45.37055 |    1387.43286 |       0.22834 | 
    303.12781 |       6.07843 |       6.07843 |       0.00000 |      15.93169 |      16.93169 |      55.10851 |     158.40807 |     160.29359 |     164.99196 |     163.90347 |     182.29276 |     189.86935 |     189.86938 |       0.00554 |       0.00092 |       0.00027 |       0.39505 |       0.22317 |     237.11121 |     235.63930 |       6.97874 |       0.05804 |     237.02383 |      -6.58509 |      -0.00101 |      52.05078 |       4.67577 |    1961.12549 |    1963.39368 |       0.00000 |    1991.89502 |      52.50000 |       5.00000 |  -22197.99219 |     363.46399 |   49961.06250 |     -70.90652 |     -10.33482 |      45.49656 |    1665.74658 |       0.27415 | 
    304.11734 |       7.06796 |       7.06796 |       0.00000 |      15.93196 |      16.93196 |      55.10879 |     159.15384 |     161.05327 |     165.69687 |     164.67618 |     183.15097 |     190.68056 |     190.68054 |       0.00635 |       0.00079 |      -0.00040 |       0.79709 |       0.31006 |     237.09924 |     235.62767 |       7.15827 |      -0.00276 |     237.06151 |      -6.36279 |       0.01939 |      52.05037 |       4.67474 |    1929.84436 |    1932.10889 |       0.00000 |    1961.00464 |      52.50000 |       5.00000 |  -22268.33789 |     353.33054 |   50006.16406 |     -71.27259 |     -10.05147 |      45.66570 |    1939.89990 |       0.31927 | 
    305.12231 |       8.07293 |       8.07293 |       0.00000 |      15.93224 |      16.93224 |      55.10907 |     159.90213 |     161.81760 |     166.40869 |     165.52933 |     184.01208 |     191.49971 |     191.49974 |       0.00236 |       0.00158 |       0.00060 |       1.00362 |       0.42239 |     237.10063 |     235.62939 |       6.89461 |      -0.04897 |     237.09724 |      -5.89288 |      -0.01211 |      52.04996 |       4.67370 |    1899.77075 |    1902.22412 |       0.00000 |    1929.66089 |      52.50000 |       5.00000 |  -22340.16406 |     343.55188 |   50052.15625 |     -71.67350 |      -9.39798 |      45.86200 |    2219.72192 |       0.36532 | 
    306.11722 |       9.06782 |       9.06782 |       0.00000 |      15.93252 |      16.93252 |      55.10934 |     160.74663 |     162.70203 |     167.24980 |     166.51054 |     184.98392 |     192.46764 |     192.46764 |       0.00935 |      -0.00123 |       0.00141 |       1.32641 |       0.38471 |     237.16522 |     235.69432 |       6.71379 |      -0.02029 |     237.13876 |      -5.38908 |      -0.03385 |      52.04954 |       4.67266 |    1872.22778 |    1875.88049 |       0.00000 |    1900.13574 |      52.50000 |       5.00000 |  -22411.69727 |     334.54645 |   50097.89453 |     -72.13505 |      -8.69397 |      46.08642 |    2498.27905 |       0.41116 | 
    307.12305 |      10.07365 |      10.07365 |       0.00000 |      15.93280 |      16.93280 |      55.10962 |     161.67430 |     163.65659 |     168.16817 |     167.59828 |     186.05147 |     193.52449 |     193.52446 |       0.01371 |       0.00060 |       0.00108 |       2.01479 |       0.37025 |     237.24419 |     235.77364 |       6.73150 |       0.01302 |     237.18591 |      -4.71821 |      -0.01519 |      52.04912 |       4.67159 |    1847.08545 |    1851.98132 |       0.00000 |    1872.44226 |      52.50000 |       5.00000 |  -22484.51367 |     326.26129 |   50144.37500 |     -72.64862 |      -7.73418 |      46.33455 |    2781.69946 |       0.45781 | 
    308.12402 |      11.07463 |      11.07463 |       0.00000 |      15.93308 |      16.93308 |      55.10990 |     162.58897 |     164.48566 |     168.96660 |     168.58252 |     187.10405 |     194.44330 |     194.44330 |       0.01522 |       0.00077 |       0.00064 |       2.85136 |       0.42198 |     237.29617 |     235.82596 |       6.71375 |       0.00564 |     237.23944 |      -3.86389 |       0.00148 |      52.04870 |       4.67053 |    1825.74133 |    1831.51990 |       0.00000 |    1847.66211 |      52.50000 |       5.00000 |  -22557.47852 |     319.13208 |   50190.86719 |     -73.12396 |      -6.47996 |      46.54746 |    3065.55542 |       0.50453 | 
    309.11801 |      12.06864 |      12.06864 |       0.00000 |      15.93335 |      16.93335 |      55.11018 |     163.45438 |     165.10747 |     169.56319 |     169.32043 |     188.09995 |     195.12984 |     195.12982 |      -0.02868 |       0.03788 |       0.00088 |       2.25807 |       0.37966 |     237.32077 |     235.85091 |       5.32257 |      -0.00572 |     237.28964 |      -3.06616 |       0.02799 |      52.04828 |       4.66947 |    1809.01379 |    1815.01660 |       0.00000 |    1826.73999 |      52.50000 |       5.00000 |  -22630.35938 |     313.41028 |   50237.21484 |     -73.48990 |      -5.29192 |      46.69528 |    3348.91846 |       0.55116 | 
    310.11142 |      13.06205 |      13.06205 |       0.00000 |      15.93363 |      16.93363 |      55.11045 |     164.37291 |     165.41029 |     169.83534 |     169.57326 |     189.15697 |     195.44302 |     195.44301 |       0.01073 |      -0.08668 |       0.00063 |       1.67552 |       0.00999 |     237.43108 |     235.96155 |       4.85712 |       0.05281 |     237.37570 |      -3.18333 |      -0.06766 |      52.04786 |       4.66840 |    1793.56042 |    1799.92798 |       0.00000 |    1809.49817 |      52.50000 |       5.00000 |  -22703.48047 |     308.07455 |   50283.60156 |     -73.66988 |      -5.47930 |      46.65181 |    3633.01685 |       0.59792 | 
    311.10458 |      14.05520 |      14.05520 |       0.00000 |      15.93390 |      16.93390 |      55.11073 |     164.66104 |     164.98773 |     169.36369 |     169.16559 |     189.48856 |     194.90027 |     194.90028 |       0.00529 |       0.01443 |      -0.00130 |       2.41131 |      -0.05507 |     237.38583 |     235.91666 |       5.18118 |       0.03489 |     237.35425 |      -2.77165 |       0.06638 |      52.04744 |       4.66734 |    1778.52930 |    1783.23743 |       0.00000 |    1793.62817 |      52.50000 |       5.00000 |  -22776.57617 |     302.86713 |   50329.89844 |     -73.47815 |      -4.84047 |      46.57099 |    3916.88965 |       0.64464 | 
    312.10400 |      15.05463 |      15.05463 |       0.00000 |      15.93418 |      16.93418 |      55.11101 |     164.27426 |     164.05049 |     168.37064 |     168.23793 |     189.04346 |     193.75748 |     193.75749 |       0.00556 |       0.00273 |      -0.00036 |       2.51158 |       0.12587 |     237.33023 |     235.86139 |       4.78489 |      -0.04222 |     237.36035 |      -2.27515 |       0.01829 |      52.04702 |       4.66627 |    1766.13379 |    1771.68054 |       0.00000 |    1778.98438 |      52.50000 |       5.00000 |  -22849.82617 |     298.46039 |   50376.32422 |     -73.08345 |      -4.06362 |      46.31264 |    4201.41357 |       0.69146 | 
    313.09589 |      16.04651 |      16.04651 |       0.00000 |      15.93446 |      16.93446 |      55.11128 |     163.44441 |     162.88393 |     167.14833 |     167.06461 |     188.08847 |     192.35088 |     192.35088 |       0.01135 |       0.00593 |       0.00122 |       3.12608 |       0.37471 |     237.35846 |     235.88997 |       4.93783 |      -0.05030 |     237.37488 |      -1.81375 |      -0.02851 |      52.04661 |       4.66522 |    1756.03369 |    1761.57971 |       0.00000 |    1766.66687 |      52.50000 |       5.00000 |  -22922.07227 |     294.76086 |   50422.09766 |     -72.58851 |      -3.34333 |      45.97563 |    4482.01270 |       0.73764 | 
    314.09830 |      17.05394 |      17.05394 |       0.00000 |      15.93474 |      16.93474 |      55.11156 |     162.29961 |     161.53001 |     165.74054 |     165.69861 |     186.77106 |     190.73082 |     190.73082 |      -0.00952 |       0.00057 |       0.00174 |       3.12773 |       0.51498 |     237.45029 |     235.98213 |       4.41514 |      -0.01460 |     237.42363 |      -1.28914 |      -0.04226 |      52.04619 |       4.66416 |    1748.53491 |    1753.86548 |       0.00000 |    1756.54150 |      52.50000 |       5.00000 |  -22994.92188 |     291.84833 |   50468.20313 |     -72.03721 |      -2.53574 |      45.54353 |    4764.86230 |       0.78420 | 
    315.09833 |      18.05395 |      18.05395 |       0.00000 |      15.93501 |      16.93501 |      55.11184 |     161.10089 |     160.18671 |     164.34758 |     164.30768 |     185.39160 |     189.12782 |     189.12781 |      -0.00117 |      -0.00677 |       0.00075 |       2.65789 |       0.29942 |     237.52361 |     236.05579 |       3.91852 |       0.02300 |     237.47849 |      -1.26224 |      -0.01669 |      52.04578 |       4.66311 |    1742.50891 |    1745.71643 |       0.00000 |    1748.93188 |      52.50000 |       5.00000 |  -23066.67773 |     289.39371 |   50513.51563 |     -71.47651 |      -2.47547 |      45.09206 |    5043.29346 |       0.83002 | 
    316.09991 |      19.05555 |      19.05555 |       0.00000 |      15.93529 |      16.93529 |      55.11212 |     159.82289 |     158.81490 |     162.92532 |     162.88635 |     183.92090 |     187.49113 |     187.49110 |       0.00724 |       0.00194 |       0.00017 |       2.88321 |       0.36138 |     237.54352 |     236.07603 |       4.13447 |      -0.00090 |     237.51672 |      -1.25297 |       0.00683 |      52.04537 |       4.66208 |    1736.36169 |    1736.03589 |       0.00000 |    1742.49084 |      52.50000 |       5.00000 |  -23137.97461 |     286.90567 |   50558.46094 |     -70.88871 |      -2.44132 |      44.65375 |    5319.80615 |       0.87553 | 
    317.10974 |      20.06536 |      20.06536 |       0.00000 |      15.93557 |      16.93557 |      55.11240 |     158.39618 |     157.29404 |     161.35179 |     161.32576 |     182.27907 |     185.68034 |     185.68033 |       0.00744 |      -0.00085 |       0.00053 |       3.33661 |       0.37601 |     237.56384 |     236.09669 |       4.36391 |      -0.02509 |     237.55869 |      -1.02916 |      -0.00943 |      52.04497 |       4.66104 |    1730.80078 |    1726.37781 |       0.00000 |    1736.35974 |      52.50000 |       5.00000 |  -23209.23633 |     284.59607 |   50603.31250 |     -70.24368 |      -2.09442 |      44.17604 |    5596.05615 |       0.92099 | 
    318.11591 |      21.07154 |      21.07154 |       0.00000 |      15.93585 |      16.93585 |      55.11268 |     156.83694 |     155.61142 |     159.61600 |     159.60356 |     180.48474 |     183.68282 |     183.68283 |       0.00471 |      -0.00090 |       0.00085 |       3.68889 |       0.31914 |     237.60730 |     236.14049 |       4.40263 |      -0.01571 |     237.59686 |      -0.71557 |      -0.01983 |      52.04457 |       4.66001 |    1726.66223 |    1719.07861 |       0.00000 |    1731.01819 |      52.50000 |       5.00000 |  -23279.55469 |     282.72757 |   50647.50391 |     -69.52517 |      -1.62337 |      43.66067 |    5868.53369 |       0.96584 | 
    319.10855 |      22.06417 |      22.06417 |       0.00000 |      15.93613 |      16.93613 |      55.11295 |     155.17290 |     153.81293 |     157.76497 |     157.76015 |     178.56979 |     181.55270 |     181.55270 |       0.00267 |      -0.00011 |       0.00074 |       3.89273 |       0.29422 |     237.65451 |     236.18802 |       4.33873 |      -0.00208 |     237.63269 |      -0.44777 |      -0.01462 |      52.04418 |       4.65902 |    1724.00659 |    1714.19360 |       1.00000 |    1727.00415 |      52.50000 |       5.00000 |  -23348.18555 |     281.32513 |   50690.57031 |     -68.75108 |      -1.22602 |      43.11548 |    6134.35889 |       1.00959 | 
    320.09930 |      23.08196 |      23.08196 |       0.00000 |      15.93641 |      16.93641 |      55.11324 |     153.34117 |     151.84955 |     155.74744 |     155.74594 |     176.46187 |     179.23096 |     179.23096 |       0.00157 |       0.00008 |       0.00053 |       4.01350 |       0.30007 |     237.69072 |     236.22456 |       4.26384 |      -0.00298 |     237.66977 |      -0.25212 |      -0.00782 |      52.04378 |       4.65800 |    1722.40222 |    1713.16931 |       1.00000 |    1724.23560 |      52.50000 |       5.00000 |  -23417.72656 |     280.23468 |   50734.15234 |     -67.90242 |      -0.93754 |      42.52225 |    6403.61523 |       1.05390 | 
    321.08963 |      24.07228 |      24.07228 |       0.00000 |      15.93669 |      16.93669 |      55.11351 |     151.45206 |     149.83771 |     153.68205 |     153.68164 |     174.28792 |     176.85416 |     176.85416 |       0.00079 |      -0.00025 |       0.00051 |       4.08095 |       0.29796 |     237.71886 |     236.25301 |       4.21268 |      -0.00987 |     237.70520 |      -0.13356 |      -0.00830 |      52.04340 |       4.65703 |    1721.56897 |    1714.39465 |       1.00000 |    1722.60852 |      52.50000 |       5.00000 |  -23484.53906 |     279.40234 |   50775.96094 |     -67.02952 |      -0.76225 |      41.91761 |    6662.19824 |       1.09646 | 
    322.09753 |      25.08020 |      25.08020 |       0.00000 |      15.93697 |      16.93697 |      55.11379 |     149.42372 |     147.71657 |     151.50546 |     151.50528 |     171.95375 |     174.34938 |     174.34938 |      -0.00031 |      -0.00045 |       0.00058 |       4.09783 |       0.27822 |     237.74969 |     236.28416 |       4.18292 |      -0.01124 |     237.73901 |      -0.08693 |      -0.01147 |      52.04303 |       4.65605 |    1721.10718 |    1716.54492 |       1.00000 |    1721.67993 |      52.50000 |       5.00000 |  -23551.63281 |     278.68027 |   50817.89063 |     -66.10545 |      -0.68876 |      41.28460 |    6921.76660 |       1.13918 | 
    323.10748 |      26.09012 |      26.09012 |       0.00000 |      15.93725 |      16.93725 |      55.11407 |     147.31557 |     145.60257 |     149.33609 |     149.33549 |     169.52773 |     171.85292 |     171.85292 |       0.00512 |      -0.01451 |      -0.00007 |       4.25088 |      -0.26918 |     237.77301 |     236.30780 |       4.40918 |       0.03586 |     237.75620 |      -0.16027 |      -0.00483 |      52.04265 |       4.65509 |    1720.58777 |    1719.40442 |       1.00000 |    1721.12354 |      52.50000 |       5.00000 |  -23617.91797 |     277.94708 |   50859.26563 |     -65.17110 |      -0.77804 |      40.67214 |    7178.12598 |       1.18137 | 
    324.10965 |      27.09230 |      27.09230 |       0.00000 |      15.93753 |      16.93752 |      55.11435 |     145.20354 |     143.59015 |     147.27026 |     147.26891 |     167.09724 |     169.47559 |     169.47559 |      -0.00321 |       0.01575 |      -0.00133 |       4.33912 |      -0.48372 |     237.72333 |     236.25842 |       4.58157 |       0.05613 |     237.70419 |      -0.24462 |       0.05651 |      52.04228 |       4.65414 |    1719.74194 |    1720.74829 |       1.00000 |    1720.51904 |      52.50000 |       5.00000 |  -23682.75391 |     277.12582 |   50899.76563 |     -64.23290 |      -0.88003 |      40.16586 |    7428.93262 |       1.22265 | 
    325.11221 |      28.09488 |      28.09488 |       0.00000 |      15.93780 |      16.93780 |      55.11463 |     143.17984 |     141.71895 |     145.34766 |     145.34213 |     164.76842 |     167.26311 |     167.26311 |      -0.00033 |      -0.00962 |      -0.00202 |       4.30475 |      -0.86000 |     237.63016 |     236.16554 |       4.80231 |       0.04987 |     237.65057 |      -0.49962 |       0.04808 |      52.04192 |       4.65321 |    1718.14600 |    1725.11304 |       1.00000 |    1719.58203 |      52.50000 |       5.00000 |  -23746.70508 |     276.08203 |   50939.78906 |     -63.35467 |      -1.20251 |      39.69616 |    7676.45264 |       1.26338 | 
    326.11630 |      29.10759 |      29.10759 |       0.00000 |      15.93809 |      16.93809 |      55.11491 |     141.25801 |     139.98198 |     143.56038 |     143.54587 |     162.55682 |     165.20634 |     165.20634 |      -0.00513 |       0.01933 |      -0.00102 |       4.10856 |      -0.04649 |     237.53043 |     236.06612 |       4.92157 |      -0.04382 |     237.57655 |      -0.81484 |       0.03869 |      52.04156 |       4.65228 |    1715.37109 |    1725.18091 |       1.00000 |    1717.84937 |      52.50000 |       5.00000 |  -23810.42773 |     274.67914 |   50979.78125 |     -62.51996 |      -1.59527 |      39.28231 |    7923.27734 |       1.30400 | 
    327.12326 |      30.11455 |      30.11455 |       0.00000 |      15.93836 |      16.93837 |      55.11519 |     139.52164 |     138.45148 |     141.98164 |     141.94763 |     160.55864 |     163.38957 |     163.38957 |      -0.00679 |      -0.00099 |       0.00096 |       3.78344 |       0.32411 |     237.52898 |     236.06496 |       5.03550 |      -0.08555 |     237.58440 |      -1.25433 |      -0.04303 |      52.04120 |       4.65137 |    1711.02478 |    1720.46631 |       1.00000 |    1714.96545 |      52.50000 |       5.00000 |  -23873.02148 |     272.80594 |   51019.10938 |     -61.82758 |      -2.13860 |      38.83120 |    8165.80811 |       1.34392 | 
    328.12088 |      31.11216 |      31.11216 |       0.00000 |      15.93864 |      16.93864 |      55.11547 |     137.99150 |     137.15363 |     140.63770 |     140.56776 |     158.79779 |     161.84297 |     161.84296 |      -0.00072 |       0.00646 |       0.00211 |       3.46705 |       0.58204 |     237.61835 |     236.15462 |       5.27157 |      -0.05415 |     237.61731 |      -1.80668 |      -0.06291 |      52.04086 |       4.65048 |    1704.71106 |    1714.53918 |       1.00000 |    1710.53088 |      52.50000 |       5.00000 |  -23934.40039 |     270.34314 |   51057.63672 |     -61.24652 |      -2.81602 |      38.41219 |    8403.56348 |       1.38305 | 
    329.12003 |      32.11132 |      32.11132 |       0.00000 |      15.93892 |      16.93892 |      55.11575 |     136.60649 |     136.02177 |     139.45952 |     139.34949 |     157.20395 |     160.48717 |     160.48718 |       0.01027 |      -0.05870 |      -0.00186 |       3.85410 |      -2.37872 |     237.64185 |     236.17841 |       6.12029 |       0.32960 |     237.56427 |      -2.27644 |       0.02378 |      52.04051 |       4.64959 |    1696.17810 |    1706.23096 |       1.00000 |    1704.10242 |      52.50000 |       5.00000 |  -23995.32031 |     267.20737 |   51095.84375 |     -60.67866 |      -3.38121 |      38.12999 |    8639.49414 |       1.42188 | 
    330.12897 |      33.12027 |      33.12027 |       0.00000 |      15.93920 |      16.93920 |      55.11602 |     135.25429 |     134.92889 |     138.31882 |     138.19099 |     155.64786 |     159.17445 |     159.17447 |       0.01069 |       0.07140 |      -0.00562 |       4.57683 |      -0.31184 |     237.37546 |     235.91231 |       7.03828 |       0.06334 |     237.34857 |      -2.46357 |       0.23777 |      52.04016 |       4.64871 |    1686.28357 |    1697.81567 |       1.00000 |    1695.63550 |      52.50000 |       5.00000 |  -24056.19922 |     263.65402 |   51134.28516 |     -60.03090 |      -3.58776 |      38.03667 |    8875.71875 |       1.46076 | 
    331.13348 |      34.12965 |      34.12965 |       0.00000 |      15.93948 |      16.93948 |      55.11631 |     133.97014 |     133.86444 |     137.20724 |     137.07811 |     154.17009 |     157.89529 |     157.89529 |      -0.00611 |      -0.02444 |      -0.00134 |       4.59948 |       0.61292 |     237.13829 |     235.67542 |       7.08074 |      -0.31722 |     237.37842 |      -2.48609 |      -0.03378 |      52.03981 |       4.64783 |    1676.22437 |    1690.26880 |       1.00000 |    1685.99585 |      52.50000 |       5.00000 |  -24116.55078 |     260.05341 |   51172.50781 |     -59.56744 |      -3.58723 |      37.69836 |    9110.09180 |       1.49933 | 
    332.14047 |      35.13663 |      35.13663 |       0.00000 |      15.93976 |      16.93976 |      55.11658 |     132.93303 |     133.08075 |     136.38290 |     136.23090 |     152.97661 |     156.94666 |     156.94666 |      -0.00579 |      -0.01217 |       0.00265 |       4.22338 |      -0.45469 |     237.20586 |     235.74327 |       6.92777 |      -0.08230 |     237.34137 |      -2.70541 |      -0.13438 |      52.03947 |       4.64696 |    1665.75073 |    1679.24670 |       1.00000 |    1675.97449 |      52.50000 |       5.00000 |  -24176.32617 |     256.33087 |   51210.35156 |     -59.17444 |      -3.83485 |      37.50074 |    9342.20605 |       1.53753 | 
