Timestamp,UTC,Callsign,Position,Altitude,Speed,Direction
1571566680,2019-10-20T10:18:00Z,TRA77T,"36.538971,-4.37027",8200,234,196
1571566687,2019-10-20T10:18:07Z,TRA77T,"36.531498,-4.374253",8625,230,212
1571566694,2019-10-20T10:18:14Z,TRA77T,"36.526566,-4.379997",8975,224,224
1571566700,2019-10-20T10:18:20Z,TRA77T,"36.522697,-4.384947",9325,222,232
1571566706,2019-10-20T10:18:26Z,TRA77T,"36.519764,-4.391434",9725,219,242
1571566714,2019-10-20T10:18:34Z,TRA77T,"36.516598,-4.403121",10375,215,255
1571566720,2019-10-20T10:18:40Z,TRA77T,"36.51535,-4.409122",10750,214,258
1571566726,2019-10-20T10:18:46Z,TRA77T,"36.514069,-4.416389",11175,213,257
1571566736,2019-10-20T10:18:56Z,TRA77T,"36.512085,-4.42714",11775,213,257
1571566748,2019-10-20T10:19:08Z,TRA77T,"36.509663,-4.441808",12450,219,261
1571566772,2019-10-20T10:19:32Z,TRA77T,"36.519608,-4.47298",13550,271,312
1571566781,2019-10-20T10:19:41Z,TRA77T,"36.528702,-4.482772",13650,301,324
1571566787,2019-10-20T10:19:47Z,TRA77T,"36.53627,-4.487114",13725,323,335
1571566793,2019-10-20T10:19:53Z,TRA77T,"36.545464,-4.491188",13825,343,346
1571566799,2019-10-20T10:19:59Z,TRA77T,"36.555332,-4.49259",13925,360,355
1571566819,2019-10-20T10:20:19Z,TRA77T,"36.589966,-4.482479",14450,406,25
1571566826,2019-10-20T10:20:26Z,TRA77T,"36.603012,-4.473667",14850,410,29
1571566862,2019-10-20T10:21:02Z,TRA77T,"36.661423,-4.424218",16800,422,34
1571566896,2019-10-20T10:21:36Z,TRA77T,"36.715286,-4.380156",18300,436,33
1571566959,2019-10-20T10:22:39Z,TRA77T,"36.827682,-4.288273",20500,479,33
1571567019,2019-10-20T10:23:39Z,TRA77T,"36.94368,-4.190525",23000,499,33
1571567094,2019-10-20T10:24:54Z,TRA77T,"37.090714,-4.069616",25850,518,33
1571567141,2019-10-20T10:25:41Z,TRA77T,"37.18644,-3.997591",27425,520,23
1571567147,2019-10-20T10:25:47Z,TRA77T,"37.200729,-3.990843",27625,520,21
1571567156,2019-10-20T10:25:56Z,TRA77T,"37.221268,-3.98196",27925,517,17
1571567162,2019-10-20T10:26:02Z,TRA77T,"37.234726,-3.976992",28125,516,15
1571567172,2019-10-20T10:26:12Z,TRA77T,"37.255291,-3.970722",28400,514,11
1571567180,2019-10-20T10:26:20Z,TRA77T,"37.276886,-3.965597",28700,513,10
1571567216,2019-10-20T10:26:56Z,TRA77T,"37.359428,-3.945883",30100,512,10
1571567303,2019-10-20T10:28:23Z,TRA77T,"37.563278,-3.897101",33050,507,10
1571567364,2019-10-20T10:29:24Z,TRA77T,"37.703384,-3.863272",34000,513,10
1571567428,2019-10-20T10:30:28Z,TRA77T,"37.85265,-3.827183",34000,514,11
1571567489,2019-10-20T10:31:29Z,TRA77T,"37.997192,-3.792134",34000,511,11
1571567550,2019-10-20T10:32:30Z,TRA77T,"38.138947,-3.757441",34000,510,10
1571567609,2019-10-20T10:33:29Z,TRA77T,"38.274738,-3.724664",34000,510,10
1571567659,2019-10-20T10:34:19Z,TRA77T,"38.389999,-3.695168",34000,512,11
1571567747,2019-10-20T10:35:47Z,TRA77T,"38.595715,-3.643066",34000,515,11
1571567807,2019-10-20T10:36:47Z,TRA77T,"38.736488,-3.608093",34000,516,10
1571567869,2019-10-20T10:37:49Z,TRA77T,"38.881119,-3.572646",34000,516,11
1571567934,2019-10-20T10:38:54Z,TRA77T,"39.034836,-3.538911",34000,513,4
1571568000,2019-10-20T10:40:00Z,TRA77T,"39.192307,-3.523148",34000,513,4
1571568060,2019-10-20T10:41:00Z,TRA77T,"39.334396,-3.509057",34000,512,4
1571568123,2019-10-20T10:42:03Z,TRA77T,"39.479782,-3.494429",34000,510,4
1571568182,2019-10-20T10:43:02Z,TRA77T,"39.622147,-3.480158",34000,509,4
1571568248,2019-10-20T10:44:08Z,TRA77T,"39.775257,-3.464478",34000,506,4
1571568309,2019-10-20T10:45:09Z,TRA77T,"39.918823,-3.436646",34000,508,8
1571568370,2019-10-20T10:46:10Z,TRA77T,"40.059906,-3.408264",34000,507,8
1571568431,2019-10-20T10:47:11Z,TRA77T,"40.199253,-3.380481",34000,510,8
1571568447,2019-10-20T10:47:27Z,TRA77T,"40.239616,-3.371991",34000,510,8
1571568538,2019-10-20T10:48:58Z,TRA77T,"40.451797,-3.328796",34000,511,9
1571568604,2019-10-20T10:50:04Z,TRA77T,"40.604958,-3.297896",34000,510,8
1571568662,2019-10-20T10:51:02Z,TRA77T,"40.73996,-3.27018",34000,511,8
1571568727,2019-10-20T10:52:07Z,TRA77T,"40.893173,-3.239014",34000,509,9
1571568790,2019-10-20T10:53:10Z,TRA77T,"41.040482,-3.204956",34000,510,9
1571568853,2019-10-20T10:54:13Z,TRA77T,"41.188068,-3.171616",34000,511,9
1571568915,2019-10-20T10:55:15Z,TRA77T,"41.333862,-3.138916",34000,510,9
1571568979,2019-10-20T10:56:19Z,TRA77T,"41.482185,-3.105235",34000,512,9
1571569043,2019-10-20T10:57:23Z,TRA77T,"41.630035,-3.071927",34000,510,9
1571569106,2019-10-20T10:58:26Z,TRA77T,"41.776676,-3.038358",34000,510,9
1571569168,2019-10-20T10:59:28Z,TRA77T,"41.921494,-3.004636",34000,510,9
1571569228,2019-10-20T11:00:28Z,TRA77T,"42.062805,-2.972239",34000,513,9
1571569292,2019-10-20T11:01:32Z,TRA77T,"42.210171,-2.938268",34000,512,9
1571569357,2019-10-20T11:02:37Z,TRA77T,"42.363514,-2.90186",34000,514,9
1571569396,2019-10-20T11:03:16Z,TRA77T,"42.455658,-2.872738",34000,516,19
1571569402,2019-10-20T11:03:22Z,TRA77T,"42.469421,-2.864493",34000,516,21
1571569412,2019-10-20T11:03:32Z,TRA77T,"42.48912,-2.852762",34000,516,24
1571569418,2019-10-20T11:03:38Z,TRA77T,"42.501587,-2.845523",34000,515,27
1571569425,2019-10-20T11:03:45Z,TRA77T,"42.514618,-2.834722",34000,514,29
1571569486,2019-10-20T11:04:46Z,TRA77T,"42.64476,-2.737094",34000,517,29
1571569550,2019-10-20T11:05:50Z,TRA77T,"42.777641,-2.637038",34000,519,29
1571569613,2019-10-20T11:06:53Z,TRA77T,"42.910969,-2.53418",34000,522,29
1571569676,2019-10-20T11:07:56Z,TRA77T,"43.042759,-2.433537",34000,524,29
1571569737,2019-10-20T11:08:57Z,TRA77T,"43.173569,-2.332306",34000,526,29
1571569800,2019-10-20T11:10:00Z,TRA77T,"43.306412,-2.228692",34000,528,29
1571569864,2019-10-20T11:11:04Z,TRA77T,"43.440826,-2.124089",34000,530,29
1571569926,2019-10-20T11:12:06Z,TRA77T,"43.573967,-2.020373",34000,531,29
1571569990,2019-10-20T11:13:10Z,TRA77T,"43.71167,-1.911046",34000,532,29
1571570054,2019-10-20T11:14:14Z,TRA77T,"43.849548,-1.80278",34350,529,29
1571570118,2019-10-20T11:15:18Z,TRA77T,"43.984406,-1.695535",35750,526,28
1571570180,2019-10-20T11:16:20Z,TRA77T,"44.118206,-1.600407",36000,527,27
1571570243,2019-10-20T11:17:23Z,TRA77T,"44.257072,-1.499768",36000,527,28
1571570309,2019-10-20T11:18:29Z,TRA77T,"44.396439,-1.393694",36000,533,28
1571570371,2019-10-20T11:19:31Z,TRA77T,"44.530197,-1.292659",36000,532,28
1571570435,2019-10-20T11:20:35Z,TRA77T,"44.670319,-1.189008",36000,531,28
1571570497,2019-10-20T11:21:37Z,TRA77T,"44.802795,-1.087973",36000,528,28
1571570561,2019-10-20T11:22:41Z,TRA77T,"44.941086,-0.983407",36000,529,28
1571570621,2019-10-20T11:23:41Z,TRA77T,"45.070724,-0.884465",36000,530,28
1571570684,2019-10-20T11:24:44Z,TRA77T,"45.206863,-0.778394",36000,528,28
1571570746,2019-10-20T11:25:46Z,TRA77T,"45.340393,-0.675855",36000,528,28
1571570810,2019-10-20T11:26:50Z,TRA77T,"45.478409,-0.569327",36000,530,28
1571570873,2019-10-20T11:27:53Z,TRA77T,"45.612762,-0.465177",36000,532,28
1571570936,2019-10-20T11:28:56Z,TRA77T,"45.750595,-0.357525",36000,529,28
1571570998,2019-10-20T11:29:58Z,TRA77T,"45.884171,-0.252686",36000,529,28
1571571061,2019-10-20T11:31:01Z,TRA77T,"46.018238,-0.145638",36000,529,28
1571571124,2019-10-20T11:32:04Z,TRA77T,"46.154572,-0.042606",36000,532,21
1571571187,2019-10-20T11:33:07Z,TRA77T,"46.301834,0.033234",36000,536,19
1571571251,2019-10-20T11:34:11Z,TRA77T,"46.45047,0.10926",36000,539,19
1571571311,2019-10-20T11:35:11Z,TRA77T,"46.591461,0.182681",36000,540,19
1571571375,2019-10-20T11:36:15Z,TRA77T,"46.740646,0.261461",36000,542,19
1571571437,2019-10-20T11:37:17Z,TRA77T,"46.889557,0.339027",36000,542,19
1571571501,2019-10-20T11:38:21Z,TRA77T,"47.038284,0.416862",36000,542,19
1571571563,2019-10-20T11:39:23Z,TRA77T,"47.187023,0.495864",36000,541,20
1571571625,2019-10-20T11:40:25Z,TRA77T,"47.33292,0.574388",36000,538,20
1571571689,2019-10-20T11:41:29Z,TRA77T,"47.481419,0.65432",36000,533,19
1571571751,2019-10-20T11:42:31Z,TRA77T,"47.62429,0.732351",36000,531,20
1571571813,2019-10-20T11:43:33Z,TRA77T,"47.768929,0.80989",36000,532,20
1571571875,2019-10-20T11:44:35Z,TRA77T,"47.909958,0.88694",36000,534,20
1571571937,2019-10-20T11:45:37Z,TRA77T,"48.054989,0.967501",36000,536,20
1571572001,2019-10-20T11:46:41Z,TRA77T,"48.204655,1.050351",36000,538,20
1571572064,2019-10-20T11:47:44Z,TRA77T,"48.35202,1.133141",36000,541,20
1571572127,2019-10-20T11:48:47Z,TRA77T,"48.499611,1.215579",36000,544,20
1571572190,2019-10-20T11:49:50Z,TRA77T,"48.649979,1.299697",36000,548,20
1571572253,2019-10-20T11:50:53Z,TRA77T,"48.799129,1.384639",36000,549,20
1571572316,2019-10-20T11:51:56Z,TRA77T,"48.9478,1.474492",36000,547,28
1571572323,2019-10-20T11:52:03Z,TRA77T,"48.961258,1.486183",36000,547,32
1571572332,2019-10-20T11:52:12Z,TRA77T,"48.979053,1.505633",36000,545,36
1571572340,2019-10-20T11:52:20Z,TRA77T,"48.997559,1.527311",36000,542,41
1571572346,2019-10-20T11:52:26Z,TRA77T,"49.006424,1.54011",36000,540,43
1571572355,2019-10-20T11:52:35Z,TRA77T,"49.021133,1.564707",36000,537,48
1571572418,2019-10-20T11:53:38Z,TRA77T,"49.127518,1.744925",36000,536,48
1571572479,2019-10-20T11:54:39Z,TRA77T,"49.227036,1.917982",36000,535,48
1571572541,2019-10-20T11:55:41Z,TRA77T,"49.328705,2.094269",35725,534,48
1571572593,2019-10-20T11:56:33Z,TRA77T,"49.412933,2.238746",35000,537,35
1571572603,2019-10-20T11:56:43Z,TRA77T,"49.434425,2.265856",35025,545,36
1571572610,2019-10-20T11:56:50Z,TRA77T,"49.446392,2.279292",35000,546,35
1571572619,2019-10-20T11:56:59Z,TRA77T,"49.467293,2.301636",35000,546,35
1571572683,2019-10-20T11:58:03Z,TRA77T,"49.597687,2.444235",35000,544,35
1571572731,2019-10-20T11:58:51Z,TRA77T,"49.699493,2.545562",35000,548,23
1571572738,2019-10-20T11:58:58Z,TRA77T,"49.71524,2.556634",35000,548,23
1571572806,2019-10-20T12:00:06Z,TRA77T,"49.876255,2.665818",35000,554,23
1571572870,2019-10-20T12:01:10Z,TRA77T,"50.024643,2.766965",33850,553,23
1571572933,2019-10-20T12:02:13Z,TRA77T,"50.167671,2.880571",32325,552,32
1571572993,2019-10-20T12:03:13Z,TRA77T,"50.296619,3.008992",30850,539,32
1571573056,2019-10-20T12:04:16Z,TRA77T,"50.424774,3.139488",29525,525,32
1571573120,2019-10-20T12:05:20Z,TRA77T,"50.55542,3.27089",28450,517,32
1571573178,2019-10-20T12:06:18Z,TRA77T,"50.670593,3.388559",26525,507,32
1571573244,2019-10-20T12:07:24Z,TRA77T,"50.797668,3.518817",23825,491,32
1571573306,2019-10-20T12:08:26Z,TRA77T,"50.915863,3.636623",21300,475,28
1571573322,2019-10-20T12:08:42Z,TRA77T,"50.945419,3.659134",20750,470,23
1571573386,2019-10-20T12:09:46Z,TRA77T,"51.068924,3.748627",18575,445,24
1571573443,2019-10-20T12:10:43Z,TRA77T,"51.175106,3.827744",15425,443,24
1571573474,2019-10-20T12:11:14Z,TRA77T,"51.231674,3.868449",14075,419,24
1571573511,2019-10-20T12:11:51Z,TRA77T,"51.295258,3.913727",12200,402,23
1571573554,2019-10-20T12:12:34Z,TRA77T,"51.364529,3.963013",10375,375,23
1571573583,2019-10-20T12:13:03Z,TRA77T,"51.412571,3.986893",9475,349,16
1571573599,2019-10-20T12:13:19Z,TRA77T,"51.435848,3.998413",9225,332,16
1571573614,2019-10-20T12:13:34Z,TRA77T,"51.457077,4.008748",8975,315,16
1571573623,2019-10-20T12:13:43Z,TRA77T,"51.468613,4.014092",8850,309,16
1571573640,2019-10-20T12:14:00Z,TRA77T,"51.49157,4.025192",8525,298,16
1571573655,2019-10-20T12:14:15Z,TRA77T,"51.511261,4.035339",8300,284,17
1571573670,2019-10-20T12:14:30Z,TRA77T,"51.529495,4.044528",8050,276,17
1571573684,2019-10-20T12:14:44Z,TRA77T,"51.546844,4.052916",7700,270,17
1571573701,2019-10-20T12:15:01Z,TRA77T,"51.565796,4.062492",7325,265,17
1571573715,2019-10-20T12:15:15Z,TRA77T,"51.583233,4.071045",6975,263,16
1571573730,2019-10-20T12:15:30Z,TRA77T,"51.59985,4.078827",6525,267,16
1571573745,2019-10-20T12:15:45Z,TRA77T,"51.619263,4.087982",6025,272,16
1571573760,2019-10-20T12:16:00Z,TRA77T,"51.636021,4.096375",5675,273,17
1571573775,2019-10-20T12:16:15Z,TRA77T,"51.655155,4.106216",5325,271,17
1571573790,2019-10-20T12:16:30Z,TRA77T,"51.672867,4.115345",5000,269,17
1571573805,2019-10-20T12:16:45Z,TRA77T,"51.690815,4.124146",4750,263,16
1571573815,2019-10-20T12:16:55Z,TRA77T,"51.702732,4.129868",4675,256,17
1571573825,2019-10-20T12:17:05Z,TRA77T,"51.713345,4.135437",4600,249,16
1571573835,2019-10-20T12:17:15Z,TRA77T,"51.724239,4.140778",4525,243,16
1571573845,2019-10-20T12:17:25Z,TRA77T,"51.734852,4.145966",4450,237,16
1571573855,2019-10-20T12:17:35Z,TRA77T,"51.745697,4.151154",4375,232,17
1571573866,2019-10-20T12:17:46Z,TRA77T,"51.756042,4.156692",4300,225,16
1571573875,2019-10-20T12:17:55Z,TRA77T,"51.765854,4.161072",4175,222,16
1571573886,2019-10-20T12:18:06Z,TRA77T,"51.775726,4.166417",4075,219,16
1571573895,2019-10-20T12:18:15Z,TRA77T,"51.784382,4.170761",3975,217,17
1571573906,2019-10-20T12:18:26Z,TRA77T,"51.794067,4.175491",3825,215,16
1571573916,2019-10-20T12:18:36Z,TRA77T,"51.804565,4.180669",3650,215,16
1571573925,2019-10-20T12:18:45Z,TRA77T,"51.813248,4.184875",3500,214,17
1571573935,2019-10-20T12:18:55Z,TRA77T,"51.822884,4.189682",3325,215,17
1571573944,2019-10-20T12:19:04Z,TRA77T,"51.831757,4.193808",3225,211,16
1571573954,2019-10-20T12:19:14Z,TRA77T,"51.839687,4.197998",3150,209,17
1571573964,2019-10-20T12:19:24Z,TRA77T,"51.850159,4.203607",3025,202,17
1571573975,2019-10-20T12:19:35Z,TRA77T,"51.858913,4.209824",2875,198,30
1571573981,2019-10-20T12:19:41Z,TRA77T,"51.862869,4.215317",2825,193,41
1571573990,2019-10-20T12:19:50Z,TRA77T,"51.868698,4.224243",2750,186,47
1571573997,2019-10-20T12:19:57Z,TRA77T,"51.872086,4.230479",2700,185,50
1571574006,2019-10-20T12:20:06Z,TRA77T,"51.877121,4.241391",2550,181,53
1571574012,2019-10-20T12:20:12Z,TRA77T,"51.879631,4.246902",2500,179,54
1571574023,2019-10-20T12:20:23Z,TRA77T,"51.884583,4.25891",2425,172,56
1571574032,2019-10-20T12:20:32Z,TRA77T,"51.888519,4.268494",2325,169,57
1571574039,2019-10-20T12:20:39Z,TRA77T,"51.891731,4.276886",2275,167,57
1571574048,2019-10-20T12:20:48Z,TRA77T,"51.895363,4.285217",2175,162,58
1571574057,2019-10-20T12:20:57Z,TRA77T,"51.899273,4.295497",2050,160,57
1571574068,2019-10-20T12:21:08Z,TRA77T,"51.903351,4.306488",1900,154,57
1571574079,2019-10-20T12:21:19Z,TRA77T,"51.90715,4.316025",1775,150,56
1571574089,2019-10-20T12:21:29Z,TRA77T,"51.910904,4.325256",1625,146,57
1571574098,2019-10-20T12:21:38Z,TRA77T,"51.914612,4.334183",1500,137,56
1571574108,2019-10-20T12:21:48Z,TRA77T,"51.917999,4.342575",1375,129,56
1571574118,2019-10-20T12:21:58Z,TRA77T,"51.921341,4.350662",1250,126,56
1571574129,2019-10-20T12:22:09Z,TRA77T,"51.924591,4.358597",1125,127,57
1571574138,2019-10-20T12:22:18Z,TRA77T,"51.927795,4.366684",1025,127,56
1571574146,2019-10-20T12:22:26Z,TRA77T,"51.930359,4.373093",925,128,57
1571574156,2019-10-20T12:22:36Z,TRA77T,"51.933517,4.381256",825,129,57
1571574169,2019-10-20T12:22:49Z,TRA77T,"51.937546,4.391174",700,131,57
1571574178,2019-10-20T12:22:58Z,TRA77T,"51.940472,4.39869",600,132,57
1571574193,2019-10-20T12:23:13Z,TRA77T,"51.945827,4.412188",400,133,57
1571574203,2019-10-20T12:23:23Z,TRA77T,"51.949177,4.420506",275,130,57
1571574213,2019-10-20T12:23:33Z,TRA77T,"51.952484,4.428746",150,131,57
1571574223,2019-10-20T12:23:43Z,TRA77T,"51.95565,4.436985",0,125,56
1571574279,2019-10-20T12:24:39Z,TRA77T,"51.961006,4.453831",0,16,146
1571574286,2019-10-20T12:24:46Z,TRA77T,"51.960411,4.453888",0,16,205
1571574292,2019-10-20T12:24:52Z,TRA77T,"51.960148,4.453354",0,16,241
1571574298,2019-10-20T12:24:58Z,TRA77T,"51.95985,4.452602",0,18,236
1571574305,2019-10-20T12:25:05Z,TRA77T,"51.959564,4.451962",0,21,239
1571574313,2019-10-20T12:25:13Z,TRA77T,"51.959049,4.450679",0,24,236
1571574323,2019-10-20T12:25:23Z,TRA77T,"51.958454,4.449215",0,27,236
1571574329,2019-10-20T12:25:29Z,TRA77T,"51.958008,4.448147",0,28,236
1571574335,2019-10-20T12:25:35Z,TRA77T,"51.957619,4.44706",0,28,236
1571574347,2019-10-20T12:25:47Z,TRA77T,"51.956718,4.444774",0,28,239
1571574359,2019-10-20T12:25:59Z,TRA77T,"51.95586,4.442636",0,28,236
1571574369,2019-10-20T12:26:09Z,TRA77T,"51.955078,4.44067",0,28,236
1571574376,2019-10-20T12:26:16Z,TRA77T,"51.954597,4.439602",0,28,236
1571574382,2019-10-20T12:26:22Z,TRA77T,"51.954197,4.438534",0,28,236
1571574388,2019-10-20T12:26:28Z,TRA77T,"51.953739,4.437485",0,28,236
1571574395,2019-10-20T12:26:35Z,TRA77T,"51.953339,4.436302",0,24,236
1571574401,2019-10-20T12:26:41Z,TRA77T,"51.953007,4.435534",0,16,236
1571574408,2019-10-20T12:26:48Z,TRA77T,"51.95261,4.435122",0,32,180
1571574416,2019-10-20T12:26:56Z,TRA77T,"51.952194,4.435387",0,34,146
1571574423,2019-10-20T12:27:03Z,TRA77T,"51.951828,4.435768",0,16,146
1571574431,2019-10-20T12:27:11Z,TRA77T,"51.951267,4.436321",0,17,146
1571574437,2019-10-20T12:27:17Z,TRA77T,"51.950794,4.436829",0,18,146
1571574443,2019-10-20T12:27:23Z,TRA77T,"51.950367,4.43726",0,17,149
1571574449,2019-10-20T12:27:29Z,TRA77T,"51.950043,4.43758",0,33,143
1571574456,2019-10-20T12:27:36Z,TRA77T,"51.949749,4.437908",0,24,157
1571574462,2019-10-20T12:27:42Z,TRA77T,"51.949539,4.437731",0,24,239
1571574475,2019-10-20T12:27:55Z,TRA77T,"51.949265,4.437008",0,23,236
1571574481,2019-10-20T12:28:01Z,TRA77T,"51.949108,4.436593",0,24,236
1571574494,2019-10-20T12:28:14Z,TRA77T,"51.949165,4.436122",0,18,233
1571574507,2019-10-20T12:28:27Z,TRA77T,"51.949409,4.435867",0,10,233
