Timestamp,UTC,Callsign,Position,Altitude,Speed,Direction
1564519822.00,2019-07-30T20:50:22Z,SWA2166,"39.582718,-98.995361",37000,503,93
1564519885.00,2019-07-30T20:51:25Z,SWA2166,"39.573166,-98.807396",37000,503,93
1564519950.00,2019-07-30T20:52:30Z,SWA2166,"39.563049,-98.615372",37000,503,93
1564520012.00,2019-07-30T20:53:32Z,SWA2166,"39.552475,-98.426392",37000,500,94
1564520076.00,2019-07-30T20:54:36Z,SWA2166,"39.541489,-98.238197",37000,499,94
1564520138.00,2019-07-30T20:55:38Z,SWA2166,"39.530594,-98.05304",37000,498,94
1564520201.00,2019-07-30T20:56:41Z,SWA2166,"39.519379,-97.864716",37000,498,94
1564520265.00,2019-07-30T20:57:45Z,SWA2166,"39.50766,-97.676819",37000,498,94
1564520324.00,2019-07-30T20:58:44Z,SWA2166,"39.496269,-97.498108",37000,499,94
1564520388.00,2019-07-30T20:59:48Z,SWA2166,"39.483902,-97.309311",37000,500,94
1564520451.00,2019-07-30T21:00:51Z,SWA2166,"39.471272,-97.121887",37000,499,94
1564520513.00,2019-07-30T21:01:53Z,SWA2166,"39.458588,-96.935242",37000,499,95
1564520576.00,2019-07-30T21:02:56Z,SWA2166,"39.445713,-96.748962",37000,500,95
1564520646.00,2019-07-30T21:04:06Z,SWA2166,"39.430756,-96.542",37000,498,95
1564520707.00,2019-07-30T21:05:07Z,SWA2166,"39.417664,-96.36425",37000,496,95
1564520769.00,2019-07-30T21:06:09Z,SWA2166,"39.40416,-96.181305",37000,497,95
1564520833.00,2019-07-30T21:07:13Z,SWA2166,"39.389603,-95.993217",37000,495,95
1564520898.00,2019-07-30T21:08:18Z,SWA2166,"39.374771,-95.806755",37000,493,95
1564520959.00,2019-07-30T21:09:19Z,SWA2166,"39.360104,-95.621826",37000,493,95
1564521024.00,2019-07-30T21:10:24Z,SWA2166,"39.345207,-95.437317",37000,494,96
1564521084.00,2019-07-30T21:11:24Z,SWA2166,"39.329613,-95.252136",37000,495,96
1564521149.00,2019-07-30T21:12:29Z,SWA2166,"39.31398,-95.06691",37000,497,96
1564521209.00,2019-07-30T21:13:29Z,SWA2166,"39.29924,-94.895721",37000,496,96
1564521272.00,2019-07-30T21:14:32Z,SWA2166,"39.282394,-94.705017",37000,494,96
1564521335.00,2019-07-30T21:15:35Z,SWA2166,"39.267605,-94.522644",37000,491,95
1564521398.00,2019-07-30T21:16:38Z,SWA2166,"39.252335,-94.338196",37000,489,96
1564521461.00,2019-07-30T21:17:41Z,SWA2166,"39.236927,-94.155334",37000,487,96
1564521523.00,2019-07-30T21:18:43Z,SWA2166,"39.221146,-93.976868",37000,489,96
1564521585.00,2019-07-30T21:19:45Z,SWA2166,"39.205132,-93.797424",37000,490,96
1564521649.00,2019-07-30T21:20:49Z,SWA2166,"39.188782,-93.614502",37000,491,96
1564521711.00,2019-07-30T21:21:51Z,SWA2166,"39.172119,-93.433762",37000,493,96
1564521771.00,2019-07-30T21:22:51Z,SWA2166,"39.155777,-93.257324",37000,495,96
1564521835.00,2019-07-30T21:23:55Z,SWA2166,"39.137863,-93.069641",37000,496,97
1564521898.00,2019-07-30T21:24:58Z,SWA2166,"39.120079,-92.88562",37000,496,97
1564521961.00,2019-07-30T21:26:01Z,SWA2166,"39.101898,-92.700066",37000,496,97
1564522024.00,2019-07-30T21:27:04Z,SWA2166,"39.083908,-92.518372",37000,495,97
1564522087.00,2019-07-30T21:28:07Z,SWA2166,"39.064911,-92.333344",37000,493,97
1564522148.00,2019-07-30T21:29:08Z,SWA2166,"39.046967,-92.159294",37000,489,97
1564522210.00,2019-07-30T21:30:10Z,SWA2166,"39.028187,-91.979065",37000,487,97
1564522276.00,2019-07-30T21:31:16Z,SWA2166,"39.008011,-91.789337",37000,483,97
1564522340.00,2019-07-30T21:32:20Z,SWA2166,"38.988785,-91.609734",37000,482,97
1564522402.00,2019-07-30T21:33:22Z,SWA2166,"38.969528,-91.434204",37000,481,98
1564522465.00,2019-07-30T21:34:25Z,SWA2166,"38.950352,-91.260254",37000,481,98
1564522527.00,2019-07-30T21:35:27Z,SWA2166,"38.930649,-91.085678",37000,482,98
1564522592.00,2019-07-30T21:36:32Z,SWA2166,"38.909477,-90.901611",37000,483,98
1564522654.00,2019-07-30T21:37:34Z,SWA2166,"38.888855,-90.722176",37000,483,98
1564522718.00,2019-07-30T21:38:38Z,SWA2166,"38.868347,-90.545792",37000,483,98
1564522750.00,2019-07-30T21:39:10Z,SWA2166,"38.851475,-90.453857",37000,493,108
1564522813.00,2019-07-30T21:40:13Z,SWA2166,"38.798996,-90.280151",37000,496,111
1564522873.00,2019-07-30T21:41:13Z,SWA2166,"38.748825,-90.115906",37000,493,111
1564522936.00,2019-07-30T21:42:16Z,SWA2166,"38.696362,-89.945313",37000,492,111
1564522999.00,2019-07-30T21:43:19Z,SWA2166,"38.6432,-89.774902",36950,492,111
1564523064.00,2019-07-30T21:44:24Z,SWA2166,"38.589752,-89.603775",35900,495,111
1564523126.00,2019-07-30T21:45:26Z,SWA2166,"38.536083,-89.432251",34875,497,112
1564523188.00,2019-07-30T21:46:28Z,SWA2166,"38.481243,-89.259644",33975,503,111
1564523252.00,2019-07-30T21:47:32Z,SWA2166,"38.427612,-89.086281",34000,494,107
1564523264.00,2019-07-30T21:47:44Z,SWA2166,"38.420727,-89.052856",34000,490,102
1564523272.00,2019-07-30T21:47:52Z,SWA2166,"38.416817,-89.026978",34000,486,99
1564523339.00,2019-07-30T21:48:59Z,SWA2166,"38.406601,-88.840706",34000,479,93
1564523402.00,2019-07-30T21:50:02Z,SWA2166,"38.398544,-88.662476",34000,479,93
1564523465.00,2019-07-30T21:51:05Z,SWA2166,"38.390747,-88.486275",32800,468,93
1564523528.00,2019-07-30T21:52:08Z,SWA2166,"38.382614,-88.313484",30525,467,93
1564523592.00,2019-07-30T21:53:12Z,SWA2166,"38.373871,-88.141556",29450,458,93
1564523655.00,2019-07-30T21:54:15Z,SWA2166,"38.365421,-87.973145",28400,452,93
1564523718.00,2019-07-30T21:55:18Z,SWA2166,"38.35709,-87.808403",27350,441,93
1564523778.00,2019-07-30T21:56:18Z,SWA2166,"38.34906,-87.653252",26300,438,93
1564523841.00,2019-07-30T21:57:21Z,SWA2166,"38.340096,-87.493805",24225,423,94
1564523904.00,2019-07-30T21:58:24Z,SWA2166,"38.331528,-87.339851",22050,409,94
1564523967.00,2019-07-30T21:59:27Z,SWA2166,"38.316635,-87.191559",19925,398,98
1564524030.00,2019-07-30T22:00:30Z,SWA2166,"38.298759,-87.047905",17875,385,99
1564524064.00,2019-07-30T22:01:04Z,SWA2166,"38.289322,-86.973854",16775,380,99
1564524098.00,2019-07-30T22:01:38Z,SWA2166,"38.279434,-86.896477",15625,374,99
1564524132.00,2019-07-30T22:02:12Z,SWA2166,"38.270409,-86.825607",14575,368,99
1564524167.00,2019-07-30T22:02:47Z,SWA2166,"38.26091,-86.752228",13475,361,99
1564524201.00,2019-07-30T22:03:21Z,SWA2166,"38.251835,-86.68219",12425,357,99
1564524234.00,2019-07-30T22:03:54Z,SWA2166,"38.242943,-86.61364",11425,350,99
1564524246.00,2019-07-30T22:04:06Z,SWA2166,"38.239838,-86.589561",11275,342,99
1564524258.00,2019-07-30T22:04:18Z,SWA2166,"38.236938,-86.567253",11150,333,99
1564524269.00,2019-07-30T22:04:29Z,SWA2166,"38.233913,-86.543724",11025,324,99
1564524281.00,2019-07-30T22:04:41Z,SWA2166,"38.231026,-86.521515",10950,314,99
1564524294.00,2019-07-30T22:04:54Z,SWA2166,"38.228233,-86.49984",10950,305,99
1564524305.00,2019-07-30T22:05:05Z,SWA2166,"38.225533,-86.478882",10775,302,99
1564524317.00,2019-07-30T22:05:17Z,SWA2166,"38.222809,-86.457672",10425,302,99
1564524329.00,2019-07-30T22:05:29Z,SWA2166,"38.219994,-86.436073",10125,302,99
1564524341.00,2019-07-30T22:05:41Z,SWA2166,"38.217339,-86.415886",9850,302,99
1564524353.00,2019-07-30T22:05:53Z,SWA2166,"38.214405,-86.394157",9550,301,99
1564524366.00,2019-07-30T22:06:06Z,SWA2166,"38.211594,-86.37352",9225,301,99
1564524377.00,2019-07-30T22:06:17Z,SWA2166,"38.208725,-86.352364",8950,301,99
1564524389.00,2019-07-30T22:06:29Z,SWA2166,"38.2061,-86.33197",8750,295,99
1564524402.00,2019-07-30T22:06:42Z,SWA2166,"38.204819,-86.311104",8450,293,88
1564524408.00,2019-07-30T22:06:48Z,SWA2166,"38.206165,-86.301727",8300,291,77
1564524414.00,2019-07-30T22:06:54Z,SWA2166,"38.208847,-86.291649",8150,289,69
1564524422.00,2019-07-30T22:07:02Z,SWA2166,"38.213383,-86.277367",7950,288,67
1564524429.00,2019-07-30T22:07:09Z,SWA2166,"38.216629,-86.26757",7775,288,67
1564524439.00,2019-07-30T22:07:19Z,SWA2166,"38.221344,-86.253372",7600,286,67
1564524450.00,2019-07-30T22:07:30Z,SWA2166,"38.227486,-86.235092",7350,285,66
1564524462.00,2019-07-30T22:07:42Z,SWA2166,"38.233612,-86.216965",7000,286,67
1564524473.00,2019-07-30T22:07:53Z,SWA2166,"38.239731,-86.198135",6750,285,67
1564524487.00,2019-07-30T22:08:07Z,SWA2166,"38.245922,-86.17897",6475,283,67
1564524499.00,2019-07-30T22:08:19Z,SWA2166,"38.251923,-86.160805",6250,281,67
1564524510.00,2019-07-30T22:08:30Z,SWA2166,"38.25798,-86.142662",6000,281,66
1564524521.00,2019-07-30T22:08:41Z,SWA2166,"38.263824,-86.125275",5800,281,66
1564524534.00,2019-07-30T22:08:54Z,SWA2166,"38.270462,-86.105759",5550,281,66
1564524546.00,2019-07-30T22:09:06Z,SWA2166,"38.276459,-86.087914",5375,280,66
1564524558.00,2019-07-30T22:09:18Z,SWA2166,"38.282822,-86.069115",5200,278,66
1564524571.00,2019-07-30T22:09:31Z,SWA2166,"38.28923,-86.050064",5025,277,66
1564524583.00,2019-07-30T22:09:43Z,SWA2166,"38.294941,-86.033043",4825,276,67
1564524589.00,2019-07-30T22:09:49Z,SWA2166,"38.298203,-86.023361",4700,276,67
1564524598.00,2019-07-30T22:09:58Z,SWA2166,"38.302624,-86.009995",4550,276,67
1564524607.00,2019-07-30T22:10:07Z,SWA2166,"38.306999,-85.996559",4400,277,67
1564524646.00,2019-07-30T22:10:46Z,SWA2166,"38.326584,-85.938042",3700,277,66
1564524657.00,2019-07-30T22:10:57Z,SWA2166,"38.332275,-85.92115",3500,278,66
1564524664.00,2019-07-30T22:11:04Z,SWA2166,"38.335629,-85.911179",3400,278,66
1564524670.00,2019-07-30T22:11:10Z,SWA2166,"38.338562,-85.902397",3300,278,66
1564524681.00,2019-07-30T22:11:21Z,SWA2166,"38.343979,-85.886086",3100,278,67
1564524687.00,2019-07-30T22:11:27Z,SWA2166,"38.346893,-85.874573",2975,278,77
1564524713.00,2019-07-30T22:11:53Z,SWA2166,"38.338806,-85.838463",2950,257,128
1564524719.00,2019-07-30T22:11:59Z,SWA2166,"38.333858,-85.832184",2975,247,137
1564524725.00,2019-07-30T22:12:05Z,SWA2166,"38.328598,-85.827065",3000,237,144
1564524731.00,2019-07-30T22:12:11Z,SWA2166,"38.323471,-85.822388",3000,230,143
1564524742.00,2019-07-30T22:12:22Z,SWA2166,"38.313515,-85.812302",2950,217,140
1564524748.00,2019-07-30T22:12:28Z,SWA2166,"38.308914,-85.807426",2950,210,140
1564524754.00,2019-07-30T22:12:34Z,SWA2166,"38.304474,-85.802696",2925,204,139
1564524760.00,2019-07-30T22:12:40Z,SWA2166,"38.30048,-85.798325",2900,199,138
1564524767.00,2019-07-30T22:12:47Z,SWA2166,"38.296337,-85.79361",2850,195,137
1564524773.00,2019-07-30T22:12:53Z,SWA2166,"38.292068,-85.788727",2725,194,138
1564524785.00,2019-07-30T22:13:05Z,SWA2166,"38.283463,-85.781075",2450,195,153
1564524792.00,2019-07-30T22:13:12Z,SWA2166,"38.276779,-85.778152",2300,192,165
1564524800.00,2019-07-30T22:13:20Z,SWA2166,"38.270508,-85.776222",2200,188,165
1564524809.00,2019-07-30T22:13:29Z,SWA2166,"38.262772,-85.773476",2025,183,164
1564524820.00,2019-07-30T22:13:40Z,SWA2166,"38.253464,-85.770325",1900,176,165
1564524827.00,2019-07-30T22:13:47Z,SWA2166,"38.24839,-85.768715",1775,175,166
1564524833.00,2019-07-30T22:13:53Z,SWA2166,"38.243683,-85.767281",1700,173,165
1564524839.00,2019-07-30T22:13:59Z,SWA2166,"38.23922,-85.765785",1625,167,164
1564524845.00,2019-07-30T22:14:05Z,SWA2166,"38.234657,-85.764175",1525,164,164
1564524851.00,2019-07-30T22:14:11Z,SWA2166,"38.230328,-85.762802",1425,160,166
1564524857.00,2019-07-30T22:14:17Z,SWA2166,"38.225952,-85.76149",1325,157,166
1564524868.00,2019-07-30T22:14:28Z,SWA2166,"38.217667,-85.759041",1150,159,166
1564524875.00,2019-07-30T22:14:35Z,SWA2166,"38.21315,-85.757584",1075,163,165
1564524888.00,2019-07-30T22:14:48Z,SWA2166,"38.204212,-85.754738",875,164,165
1564524899.00,2019-07-30T22:14:59Z,SWA2166,"38.19516,-85.751625",675,165,165
1564524905.00,2019-07-30T22:15:05Z,SWA2166,"38.19072,-85.75016",575,165,165
1564524911.00,2019-07-30T22:15:11Z,SWA2166,"38.186554,-85.748817",500,165,165
1564524917.00,2019-07-30T22:15:17Z,SWA2166,"38.181911,-85.747276",425,163,165
1564524923.00,2019-07-30T22:15:23Z,SWA2166,"38.17828,-85.746078",400,162,165
1564524990.00,2019-07-30T22:16:30Z,SWA2166,"38.164532,-85.739731",0,0,352
1564525113.00,2019-07-30T22:18:33Z,SWA2166,"38.178699,-85.744621",0,27,343
1564525119.00,2019-07-30T22:18:39Z,SWA2166,"38.179367,-85.744827",0,22,345
1564525126.00,2019-07-30T22:18:46Z,SWA2166,"38.179905,-85.745003",0,18,345
1564525134.00,2019-07-30T22:18:54Z,SWA2166,"38.180431,-85.744652",0,33,64
1564525140.00,2019-07-30T22:19:00Z,SWA2166,"38.180546,-85.744171",0,34,73
1564525146.00,2019-07-30T22:19:06Z,SWA2166,"38.180668,-85.743637",0,17,75
1564525152.00,2019-07-30T22:19:12Z,SWA2166,"38.18082,-85.74295",0,18,73
1564525161.00,2019-07-30T22:19:21Z,SWA2166,"38.181053,-85.742188",0,18,64
